fact_id,period_id,scenario_code,entity_id,sector_code,division_code,measure_code,currency_code,value_lc,value_eur_nom,value_eur_real
967,202402,ACT,1,BBM,AE,SGA_SALES,EUR,7.37,7.37,7.37
968,202402,ACT,1,BBM,AE,SGA_ADMIN,EUR,3.902,3.902,3.902
969,202402,ACT,1,BBM,AE,SGA_VAR,EUR,6.089,6.089,6.089
970,202402,ACT,1,BBM,AE,OTHER_OPINC,EUR,0.792,0.792,0.792
971,202402,ACT,1,BBM,AE,AR,EUR,214.327,214.327,214.327
972,202402,ACT,1,BBM,AE,AP,EUR,180.618,180.618,180.618
973,202402,ACT,1,BBM,AE,INVENTORY,EUR,292.454,292.454,292.454
974,202402,ACT,1,BBM,AE,CAPEX,EUR,6.562,6.562,6.562
975,202402,ACT,1,BBM,AE,IFCF,EUR,2.109,2.109,2.109
976,202403,ACT,1,BBM,AE,TGS,EUR,163.078,163.078,163.078
977,202403,ACT,1,BBM,AE,TNS,EUR,154.924,154.924,154.924
978,202403,ACT,1,BBM,AE,INT_SALES,EUR,8.154,8.154,8.154
979,202403,ACT,1,BBM,AE,STP_REGION,EUR,95.978,95.978,95.978
980,202403,ACT,1,BBM,AE,EBIT,EUR,6.987,6.987,6.987
981,202403,ACT,1,BBM,AE,SGA_RD,EUR,14.769,14.769,14.769
982,202403,ACT,1,BBM,AE,SGA_SALES,EUR,7.77,7.77,7.77
983,202403,ACT,1,BBM,AE,SGA_ADMIN,EUR,4.258,4.258,4.258
984,202403,ACT,1,BBM,AE,SGA_VAR,EUR,6.495,6.495,6.495
985,202403,ACT,1,BBM,AE,OTHER_OPINC,EUR,-0.553,-0.553,-0.553
986,202403,ACT,1,BBM,AE,AR,EUR,224.814,224.814,224.814
987,202403,ACT,1,BBM,AE,AP,EUR,194.641,194.641,194.641
988,202403,ACT,1,BBM,AE,INVENTORY,EUR,304.653,304.653,304.653
989,202403,ACT,1,BBM,AE,CAPEX,EUR,8.628,8.628,8.628
990,202403,ACT,1,BBM,AE,IFCF,EUR,2.469,2.469,2.469
991,202404,ACT,1,BBM,AE,TGS,EUR,150.985,150.985,150.985
992,202404,ACT,1,BBM,AE,TNS,EUR,143.436,143.436,143.436
993,202404,ACT,1,BBM,AE,INT_SALES,EUR,7.549,7.549,7.549
994,202404,ACT,1,BBM,AE,STP_REGION,EUR,88.758,88.758,88.758
995,202404,ACT,1,BBM,AE,EBIT,EUR,6.603,6.603,6.603
996,202404,ACT,1,BBM,AE,SGA_RD,EUR,13.787,13.787,13.787
997,202404,ACT,1,BBM,AE,SGA_SALES,EUR,7.094,7.094,7.094
998,202404,ACT,1,BBM,AE,SGA_ADMIN,EUR,4.085,4.085,4.085
999,202404,ACT,1,BBM,AE,SGA_VAR,EUR,5.839,5.839,5.839
1000,202404,ACT,1,BBM,AE,OTHER_OPINC,EUR,0.884,0.884,0.884
1001,202404,ACT,1,BBM,AE,AR,EUR,215.074,215.074,215.074
1002,202404,ACT,1,BBM,AE,AP,EUR,181.305,181.305,181.305
1003,202404,ACT,1,BBM,AE,INVENTORY,EUR,286.21,286.21,286.21
1004,202404,ACT,1,BBM,AE,CAPEX,EUR,7.767,7.767,7.767
1005,202404,ACT,1,BBM,AE,IFCF,EUR,3.921,3.921,3.921
1006,202405,ACT,1,BBM,AE,TGS,EUR,136.994,136.994,136.994
1007,202405,ACT,1,BBM,AE,TNS,EUR,130.145,130.145,130.145
1008,202405,ACT,1,BBM,AE,INT_SALES,EUR,6.85,6.85,6.85
1009,202405,ACT,1,BBM,AE,STP_REGION,EUR,80.76,80.76,80.76
1010,202405,ACT,1,BBM,AE,EBIT,EUR,5.994,5.994,5.994
1011,202405,ACT,1,BBM,AE,SGA_RD,EUR,12.475,12.475,12.475
1012,202405,ACT,1,BBM,AE,SGA_SALES,EUR,6.584,6.584,6.584
1013,202405,ACT,1,BBM,AE,SGA_ADMIN,EUR,3.533,3.533,3.533
1014,202405,ACT,1,BBM,AE,SGA_VAR,EUR,5.047,5.047,5.047
1015,202405,ACT,1,BBM,AE,OTHER_OPINC,EUR,0.078,0.078,0.078
1016,202405,ACT,1,BBM,AE,AR,EUR,191.048,191.048,191.048
1017,202405,ACT,1,BBM,AE,AP,EUR,162.999,162.999,162.999
1018,202405,ACT,1,BBM,AE,INVENTORY,EUR,252.274,252.274,252.274
1019,202405,ACT,1,BBM,AE,CAPEX,EUR,7.168,7.168,7.168
1020,202405,ACT,1,BBM,AE,IFCF,EUR,-1.201,-1.201,-1.201
1021,202301,ACT,1,BBM,MA,TGS,EUR,268.496,268.496,268.496
1022,202301,ACT,1,BBM,MA,TNS,EUR,255.072,255.072,255.072
1023,202301,ACT,1,BBM,MA,INT_SALES,EUR,13.425,13.425,13.425
1024,202301,ACT,1,BBM,MA,STP_REGION,EUR,158.484,158.484,158.484
1025,202301,ACT,1,BBM,MA,EBIT,EUR,11.285,11.285,11.285
1026,202301,ACT,1,BBM,MA,SGA_RD,EUR,23.927,23.927,23.927
1027,202301,ACT,1,BBM,MA,SGA_SALES,EUR,12.347,12.347,12.347
1028,202301,ACT,1,BBM,MA,SGA_ADMIN,EUR,6.916,6.916,6.916
1029,202301,ACT,1,BBM,MA,SGA_VAR,EUR,10.081,10.081,10.081
1030,202301,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.092,0.092,0.092
1031,202301,ACT,1,BBM,MA,AR,EUR,382.928,382.928,382.928
1032,202301,ACT,1,BBM,MA,AP,EUR,320.814,320.814,320.814
1033,202301,ACT,1,BBM,MA,INVENTORY,EUR,501.184,501.184,501.184
1034,202301,ACT,1,BBM,MA,CAPEX,EUR,12.196,12.196,12.196
1035,202301,ACT,1,BBM,MA,IFCF,EUR,16.922,16.922,16.922
1036,202302,ACT,1,BBM,MA,TGS,EUR,279.202,279.202,279.202
1037,202302,ACT,1,BBM,MA,TNS,EUR,265.241,265.241,265.241
1038,202302,ACT,1,BBM,MA,INT_SALES,EUR,13.96,13.96,13.96
1039,202302,ACT,1,BBM,MA,STP_REGION,EUR,164.249,164.249,164.249
1040,202302,ACT,1,BBM,MA,EBIT,EUR,13.51,13.51,13.51
1041,202302,ACT,1,BBM,MA,SGA_RD,EUR,26.201,26.201,26.201
1042,202302,ACT,1,BBM,MA,SGA_SALES,EUR,13.459,13.459,13.459
1043,202302,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.723,7.723,7.723
1044,202302,ACT,1,BBM,MA,SGA_VAR,EUR,10.905,10.905,10.905
1045,202302,ACT,1,BBM,MA,OTHER_OPINC,EUR,1.431,1.431,1.431
1046,202302,ACT,1,BBM,MA,AR,EUR,385.995,385.995,385.995
1047,202302,ACT,1,BBM,MA,AP,EUR,325.835,325.835,325.835
1048,202302,ACT,1,BBM,MA,INVENTORY,EUR,522.828,522.828,522.828
1049,202302,ACT,1,BBM,MA,CAPEX,EUR,11.779,11.779,11.779
1050,202302,ACT,1,BBM,MA,IFCF,EUR,8.939,8.939,8.939
1051,202303,ACT,1,BBM,MA,TGS,EUR,317.625,317.625,317.625
1052,202303,ACT,1,BBM,MA,TNS,EUR,301.744,301.744,301.744
1053,202303,ACT,1,BBM,MA,INT_SALES,EUR,15.881,15.881,15.881
1054,202303,ACT,1,BBM,MA,STP_REGION,EUR,186.708,186.708,186.708
1055,202303,ACT,1,BBM,MA,EBIT,EUR,14.947,14.947,14.947
1056,202303,ACT,1,BBM,MA,SGA_RD,EUR,27.794,27.794,27.794
1057,202303,ACT,1,BBM,MA,SGA_SALES,EUR,14.92,14.92,14.92
1058,202303,ACT,1,BBM,MA,SGA_ADMIN,EUR,8.643,8.643,8.643
1059,202303,ACT,1,BBM,MA,SGA_VAR,EUR,12.145,12.145,12.145
1060,202303,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.954,0.954,0.954
1061,202303,ACT,1,BBM,MA,AR,EUR,457.83,457.83,457.83
1062,202303,ACT,1,BBM,MA,AP,EUR,384.306,384.306,384.306
1063,202303,ACT,1,BBM,MA,INVENTORY,EUR,587.391,587.391,587.391
1064,202303,ACT,1,BBM,MA,CAPEX,EUR,17.252,17.252,17.252
1065,202303,ACT,1,BBM,MA,IFCF,EUR,5.727,5.727,5.727
1066,202304,ACT,1,BBM,MA,TGS,EUR,281.279,281.279,281.279
1067,202304,ACT,1,BBM,MA,TNS,EUR,267.215,267.215,267.215
1068,202304,ACT,1,BBM,MA,INT_SALES,EUR,14.064,14.064,14.064
1069,202304,ACT,1,BBM,MA,STP_REGION,EUR,165.681,165.681,165.681
1070,202304,ACT,1,BBM,MA,EBIT,EUR,13.652,13.652,13.652
1071,202304,ACT,1,BBM,MA,SGA_RD,EUR,24.74,24.74,24.74
1072,202304,ACT,1,BBM,MA,SGA_SALES,EUR,13.497,13.497,13.497
1073,202304,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.57,7.57,7.57
1074,202304,ACT,1,BBM,MA,SGA_VAR,EUR,10.949,10.949,10.949
1075,202304,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.31,0.31,0.31
1076,202304,ACT,1,BBM,MA,AR,EUR,401.281,401.281,401.281
1077,202304,ACT,1,BBM,MA,AP,EUR,330.272,330.272,330.272
1078,202304,ACT,1,BBM,MA,INVENTORY,EUR,536.178,536.178,536.178
1079,202304,ACT,1,BBM,MA,CAPEX,EUR,14.852,14.852,14.852
1080,202304,ACT,1,BBM,MA,IFCF,EUR,0.67,0.67,0.67
1081,202305,ACT,1,BBM,MA,TGS,EUR,282.022,282.022,282.022
1082,202305,ACT,1,BBM,MA,TNS,EUR,267.921,267.921,267.921
1083,202305,ACT,1,BBM,MA,INT_SALES,EUR,14.101,14.101,14.101
1084,202305,ACT,1,BBM,MA,STP_REGION,EUR,166.201,166.201,166.201
1085,202305,ACT,1,BBM,MA,EBIT,EUR,12.586,12.586,12.586
1086,202305,ACT,1,BBM,MA,SGA_RD,EUR,25.031,25.031,25.031
1087,202305,ACT,1,BBM,MA,SGA_SALES,EUR,13.324,13.324,13.324
1088,202305,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.258,7.258,7.258
1089,202305,ACT,1,BBM,MA,SGA_VAR,EUR,11.26,11.26,11.26
1090,202305,ACT,1,BBM,MA,OTHER_OPINC,EUR,-0.673,-0.673,-0.673
1091,202305,ACT,1,BBM,MA,AR,EUR,392.445,392.445,392.445
1092,202305,ACT,1,BBM,MA,AP,EUR,340.466,340.466,340.466
1093,202305,ACT,1,BBM,MA,INVENTORY,EUR,533.14,533.14,533.14
1094,202305,ACT,1,BBM,MA,CAPEX,EUR,15.054,15.054,15.054
1095,202305,ACT,1,BBM,MA,IFCF,EUR,18.943,18.943,18.943
1096,202306,ACT,1,BBM,MA,TGS,EUR,289.943,289.943,289.943
1097,202306,ACT,1,BBM,MA,TNS,EUR,275.446,275.446,275.446
1098,202306,ACT,1,BBM,MA,INT_SALES,EUR,14.497,14.497,14.497
1099,202306,ACT,1,BBM,MA,STP_REGION,EUR,170.24,170.24,170.24
1100,202306,ACT,1,BBM,MA,EBIT,EUR,13.891,13.891,13.891
1101,202306,ACT,1,BBM,MA,SGA_RD,EUR,26.636,26.636,26.636
1102,202306,ACT,1,BBM,MA,SGA_SALES,EUR,13.671,13.671,13.671
1103,202306,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.493,7.493,7.493
1104,202306,ACT,1,BBM,MA,SGA_VAR,EUR,11.427,11.427,11.427
1105,202306,ACT,1,BBM,MA,OTHER_OPINC,EUR,1.185,1.185,1.185
1106,202306,ACT,1,BBM,MA,AR,EUR,399.114,399.114,399.114
1107,202306,ACT,1,BBM,MA,AP,EUR,348.145,348.145,348.145
1108,202306,ACT,1,BBM,MA,INVENTORY,EUR,531.602,531.602,531.602
1109,202306,ACT,1,BBM,MA,CAPEX,EUR,14.93,14.93,14.93
1110,202306,ACT,1,BBM,MA,IFCF,EUR,2.794,2.794,2.794
1111,202307,ACT,1,BBM,MA,TGS,EUR,265.0,265.0,265.0
1112,202307,ACT,1,BBM,MA,TNS,EUR,251.75,251.75,251.75
1113,202307,ACT,1,BBM,MA,INT_SALES,EUR,13.25,13.25,13.25
1114,202307,ACT,1,BBM,MA,STP_REGION,EUR,155.695,155.695,155.695
1115,202307,ACT,1,BBM,MA,EBIT,EUR,11.639,11.639,11.639
1116,202307,ACT,1,BBM,MA,SGA_RD,EUR,24.306,24.306,24.306
1117,202307,ACT,1,BBM,MA,SGA_SALES,EUR,12.671,12.671,12.671
1118,202307,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.149,7.149,7.149
1119,202307,ACT,1,BBM,MA,SGA_VAR,EUR,10.4,10.4,10.4
1120,202307,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.128,0.128,0.128
1121,202307,ACT,1,BBM,MA,AR,EUR,372.899,372.899,372.899
1122,202307,ACT,1,BBM,MA,AP,EUR,317.054,317.054,317.054
1123,202307,ACT,1,BBM,MA,INVENTORY,EUR,509.317,509.317,509.317
1124,202307,ACT,1,BBM,MA,CAPEX,EUR,14.22,14.22,14.22
1125,202307,ACT,1,BBM,MA,IFCF,EUR,16.688,16.688,16.688
1126,202308,ACT,1,BBM,MA,TGS,EUR,249.426,249.426,249.426
1127,202308,ACT,1,BBM,MA,TNS,EUR,236.954,236.954,236.954
1128,202308,ACT,1,BBM,MA,INT_SALES,EUR,12.471,12.471,12.471
1129,202308,ACT,1,BBM,MA,STP_REGION,EUR,147.378,147.378,147.378
1130,202308,ACT,1,BBM,MA,EBIT,EUR,10.156,10.156,10.156
1131,202308,ACT,1,BBM,MA,SGA_RD,EUR,22.957,22.957,22.957
1132,202308,ACT,1,BBM,MA,SGA_SALES,EUR,11.904,11.904,11.904
1133,202308,ACT,1,BBM,MA,SGA_ADMIN,EUR,6.643,6.643,6.643
1134,202308,ACT,1,BBM,MA,SGA_VAR,EUR,9.328,9.328,9.328
1135,202308,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.071,0.071,0.071
1136,202308,ACT,1,BBM,MA,AR,EUR,352.751,352.751,352.751
1137,202308,ACT,1,BBM,MA,AP,EUR,299.761,299.761,299.761
1138,202308,ACT,1,BBM,MA,INVENTORY,EUR,456.916,456.916,456.916
1139,202308,ACT,1,BBM,MA,CAPEX,EUR,13.118,13.118,13.118
1140,202308,ACT,1,BBM,MA,IFCF,EUR,3.669,3.669,3.669
1141,202309,ACT,1,BBM,MA,TGS,EUR,289.804,289.804,289.804
1142,202309,ACT,1,BBM,MA,TNS,EUR,275.313,275.313,275.313
1143,202309,ACT,1,BBM,MA,INT_SALES,EUR,14.49,14.49,14.49
1144,202309,ACT,1,BBM,MA,STP_REGION,EUR,170.895,170.895,170.895
1145,202309,ACT,1,BBM,MA,EBIT,EUR,12.954,12.954,12.954
1146,202309,ACT,1,BBM,MA,SGA_RD,EUR,25.767,25.767,25.767
1147,202309,ACT,1,BBM,MA,SGA_SALES,EUR,13.527,13.527,13.527
1148,202309,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.758,7.758,7.758
1149,202309,ACT,1,BBM,MA,SGA_VAR,EUR,11.009,11.009,11.009
1150,202309,ACT,1,BBM,MA,OTHER_OPINC,EUR,-0.652,-0.652,-0.652
1151,202309,ACT,1,BBM,MA,AR,EUR,402.175,402.175,402.175
1152,202309,ACT,1,BBM,MA,AP,EUR,343.012,343.012,343.012
1153,202309,ACT,1,BBM,MA,INVENTORY,EUR,546.384,546.384,546.384
1154,202309,ACT,1,BBM,MA,CAPEX,EUR,14.665,14.665,14.665
1155,202309,ACT,1,BBM,MA,IFCF,EUR,13.212,13.212,13.212
1156,202310,ACT,1,BBM,MA,TGS,EUR,293.683,293.683,293.683
1157,202310,ACT,1,BBM,MA,TNS,EUR,278.999,278.999,278.999
1158,202310,ACT,1,BBM,MA,INT_SALES,EUR,14.684,14.684,14.684
1159,202310,ACT,1,BBM,MA,STP_REGION,EUR,174.395,174.395,174.395
1160,202310,ACT,1,BBM,MA,EBIT,EUR,12.636,12.636,12.636
1161,202310,ACT,1,BBM,MA,SGA_RD,EUR,26.034,26.034,26.034
1162,202310,ACT,1,BBM,MA,SGA_SALES,EUR,14.011,14.011,14.011
1163,202310,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.653,7.653,7.653
1164,202310,ACT,1,BBM,MA,SGA_VAR,EUR,11.437,11.437,11.437
1165,202310,ACT,1,BBM,MA,OTHER_OPINC,EUR,2.568,2.568,2.568
1166,202310,ACT,1,BBM,MA,AR,EUR,410.366,410.366,410.366
1167,202310,ACT,1,BBM,MA,AP,EUR,349.461,349.461,349.461
1168,202310,ACT,1,BBM,MA,INVENTORY,EUR,546.08,546.08,546.08
1169,202310,ACT,1,BBM,MA,CAPEX,EUR,20.716,20.716,20.716
1170,202310,ACT,1,BBM,MA,IFCF,EUR,13.624,13.624,13.624
1171,202311,ACT,1,BBM,MA,TGS,EUR,288.977,288.977,288.977
1172,202311,ACT,1,BBM,MA,TNS,EUR,274.528,274.528,274.528
1173,202311,ACT,1,BBM,MA,INT_SALES,EUR,14.449,14.449,14.449
1174,202311,ACT,1,BBM,MA,STP_REGION,EUR,169.746,169.746,169.746
1175,202311,ACT,1,BBM,MA,EBIT,EUR,14.4,14.4,14.4
1176,202311,ACT,1,BBM,MA,SGA_RD,EUR,26.762,26.762,26.762
1177,202311,ACT,1,BBM,MA,SGA_SALES,EUR,13.877,13.877,13.877
1178,202311,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.573,7.573,7.573
1179,202311,ACT,1,BBM,MA,SGA_VAR,EUR,11.003,11.003,11.003
1180,202311,ACT,1,BBM,MA,OTHER_OPINC,EUR,-0.324,-0.324,-0.324
1181,202311,ACT,1,BBM,MA,AR,EUR,409.0,409.0,409.0
1182,202311,ACT,1,BBM,MA,AP,EUR,341.344,341.344,341.344
1183,202311,ACT,1,BBM,MA,INVENTORY,EUR,523.38,523.38,523.38
1184,202311,ACT,1,BBM,MA,CAPEX,EUR,20.95,20.95,20.95
1185,202311,ACT,1,BBM,MA,IFCF,EUR,6.294,6.294,6.294
1186,202312,ACT,1,BBM,MA,TGS,EUR,267.29,267.29,267.29
1187,202312,ACT,1,BBM,MA,TNS,EUR,253.925,253.925,253.925
1188,202312,ACT,1,BBM,MA,INT_SALES,EUR,13.364,13.364,13.364
1189,202312,ACT,1,BBM,MA,STP_REGION,EUR,157.369,157.369,157.369
1190,202312,ACT,1,BBM,MA,EBIT,EUR,12.326,12.326,12.326
1191,202312,ACT,1,BBM,MA,SGA_RD,EUR,24.728,24.728,24.728
1192,202312,ACT,1,BBM,MA,SGA_SALES,EUR,12.807,12.807,12.807
1193,202312,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.156,7.156,7.156
1194,202312,ACT,1,BBM,MA,SGA_VAR,EUR,11.136,11.136,11.136
1195,202312,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.336,0.336,0.336
1196,202312,ACT,1,BBM,MA,AR,EUR,376.624,376.624,376.624
1197,202312,ACT,1,BBM,MA,AP,EUR,325.484,325.484,325.484
1198,202312,ACT,1,BBM,MA,INVENTORY,EUR,494.846,494.846,494.846
1199,202312,ACT,1,BBM,MA,CAPEX,EUR,18.265,18.265,18.265
1200,202312,ACT,1,BBM,MA,IFCF,EUR,-4.365,-4.365,-4.365
1201,202401,ACT,1,BBM,MA,TGS,EUR,290.964,290.964,290.964
1202,202401,ACT,1,BBM,MA,TNS,EUR,276.416,276.416,276.416
1203,202401,ACT,1,BBM,MA,INT_SALES,EUR,14.548,14.548,14.548
1204,202401,ACT,1,BBM,MA,STP_REGION,EUR,171.699,171.699,171.699
1205,202401,ACT,1,BBM,MA,EBIT,EUR,13.858,13.858,13.858
1206,202401,ACT,1,BBM,MA,SGA_RD,EUR,25.46,25.46,25.46
1207,202401,ACT,1,BBM,MA,SGA_SALES,EUR,14.134,14.134,14.134
1208,202401,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.948,7.948,7.948
1209,202401,ACT,1,BBM,MA,SGA_VAR,EUR,11.024,11.024,11.024
1210,202401,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.589,0.589,0.589
1211,202401,ACT,1,BBM,MA,AR,EUR,413.088,413.088,413.088
1212,202401,ACT,1,BBM,MA,AP,EUR,347.232,347.232,347.232
1213,202401,ACT,1,BBM,MA,INVENTORY,EUR,550.509,550.509,550.509
1214,202401,ACT,1,BBM,MA,CAPEX,EUR,12.501,12.501,12.501
1215,202401,ACT,1,BBM,MA,IFCF,EUR,11.76,11.76,11.76
1216,202402,ACT,1,BBM,MA,TGS,EUR,285.501,285.501,285.501
1217,202402,ACT,1,BBM,MA,TNS,EUR,271.226,271.226,271.226
1218,202402,ACT,1,BBM,MA,INT_SALES,EUR,14.275,14.275,14.275
1219,202402,ACT,1,BBM,MA,STP_REGION,EUR,168.479,168.479,168.479
1220,202402,ACT,1,BBM,MA,EBIT,EUR,13.433,13.433,13.433
1221,202402,ACT,1,BBM,MA,SGA_RD,EUR,25.709,25.709,25.709
1222,202402,ACT,1,BBM,MA,SGA_SALES,EUR,13.652,13.652,13.652
1223,202402,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.328,7.328,7.328
1224,202402,ACT,1,BBM,MA,SGA_VAR,EUR,11.128,11.128,11.128
1225,202402,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.036,0.036,0.036
1226,202402,ACT,1,BBM,MA,AR,EUR,402.043,402.043,402.043
1227,202402,ACT,1,BBM,MA,AP,EUR,344.516,344.516,344.516
1228,202402,ACT,1,BBM,MA,INVENTORY,EUR,528.95,528.95,528.95
1229,202402,ACT,1,BBM,MA,CAPEX,EUR,13.135,13.135,13.135
1230,202402,ACT,1,BBM,MA,IFCF,EUR,12.531,12.531,12.531
1231,202403,ACT,1,BBM,MA,TGS,EUR,338.584,338.584,338.584
1232,202403,ACT,1,BBM,MA,TNS,EUR,321.655,321.655,321.655
1233,202403,ACT,1,BBM,MA,INT_SALES,EUR,16.929,16.929,16.929
1234,202403,ACT,1,BBM,MA,STP_REGION,EUR,199.759,199.759,199.759
1235,202403,ACT,1,BBM,MA,EBIT,EUR,14.284,14.284,14.284
1236,202403,ACT,1,BBM,MA,SGA_RD,EUR,30.966,30.966,30.966
1237,202403,ACT,1,BBM,MA,SGA_SALES,EUR,16.105,16.105,16.105
1238,202403,ACT,1,BBM,MA,SGA_ADMIN,EUR,9.216,9.216,9.216
1239,202403,ACT,1,BBM,MA,SGA_VAR,EUR,12.782,12.782,12.782
1240,202403,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.176,0.176,0.176
1241,202403,ACT,1,BBM,MA,AR,EUR,478.511,478.511,478.511
1242,202403,ACT,1,BBM,MA,AP,EUR,401.49,401.49,401.49
1243,202403,ACT,1,BBM,MA,INVENTORY,EUR,623.324,623.324,623.324
1244,202403,ACT,1,BBM,MA,CAPEX,EUR,17.588,17.588,17.588
1245,202403,ACT,1,BBM,MA,IFCF,EUR,20.399,20.399,20.399
1246,202404,ACT,1,BBM,MA,TGS,EUR,298.645,298.645,298.645
1247,202404,ACT,1,BBM,MA,TNS,EUR,283.713,283.713,283.713
1248,202404,ACT,1,BBM,MA,INT_SALES,EUR,14.932,14.932,14.932
1249,202404,ACT,1,BBM,MA,STP_REGION,EUR,175.443,175.443,175.443
1250,202404,ACT,1,BBM,MA,EBIT,EUR,14.203,14.203,14.203
1251,202404,ACT,1,BBM,MA,SGA_RD,EUR,25.829,25.829,25.829
1252,202404,ACT,1,BBM,MA,SGA_SALES,EUR,13.509,13.509,13.509
1253,202404,ACT,1,BBM,MA,SGA_ADMIN,EUR,7.943,7.943,7.943
1254,202404,ACT,1,BBM,MA,SGA_VAR,EUR,11.41,11.41,11.41
1255,202404,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.818,0.818,0.818
1256,202404,ACT,1,BBM,MA,AR,EUR,414.118,414.118,414.118
1257,202404,ACT,1,BBM,MA,AP,EUR,353.647,353.647,353.647
1258,202404,ACT,1,BBM,MA,INVENTORY,EUR,547.911,547.911,547.911
1259,202404,ACT,1,BBM,MA,CAPEX,EUR,15.707,15.707,15.707
1260,202404,ACT,1,BBM,MA,IFCF,EUR,-1.045,-1.045,-1.045
1261,202405,ACT,1,BBM,MA,TGS,EUR,298.881,298.881,298.881
1262,202405,ACT,1,BBM,MA,TNS,EUR,283.937,283.937,283.937
1263,202405,ACT,1,BBM,MA,INT_SALES,EUR,14.944,14.944,14.944
1264,202405,ACT,1,BBM,MA,STP_REGION,EUR,176.179,176.179,176.179
1265,202405,ACT,1,BBM,MA,EBIT,EUR,12.192,12.192,12.192
1266,202405,ACT,1,BBM,MA,SGA_RD,EUR,26.657,26.657,26.657
1267,202405,ACT,1,BBM,MA,SGA_SALES,EUR,14.449,14.449,14.449
1268,202405,ACT,1,BBM,MA,SGA_ADMIN,EUR,8.227,8.227,8.227
1269,202405,ACT,1,BBM,MA,SGA_VAR,EUR,10.845,10.845,10.845
1270,202405,ACT,1,BBM,MA,OTHER_OPINC,EUR,0.954,0.954,0.954
1271,202405,ACT,1,BBM,MA,AR,EUR,412.283,412.283,412.283
1272,202405,ACT,1,BBM,MA,AP,EUR,347.568,347.568,347.568
1273,202405,ACT,1,BBM,MA,INVENTORY,EUR,573.503,573.503,573.503
1274,202405,ACT,1,BBM,MA,CAPEX,EUR,15.93,15.93,15.93
1275,202405,ACT,1,BBM,MA,IFCF,EUR,2.48,2.48,2.48
1276,202301,ACT,1,BBM,XC,TGS,EUR,124.142,124.142,124.142
1277,202301,ACT,1,BBM,XC,TNS,EUR,117.935,117.935,117.935
1278,202301,ACT,1,BBM,XC,INT_SALES,EUR,6.207,6.207,6.207
1279,202301,ACT,1,BBM,XC,STP_REGION,EUR,73.261,73.261,73.261
1280,202301,ACT,1,BBM,XC,EBIT,EUR,5.722,5.722,5.722
1281,202301,ACT,1,BBM,XC,SGA_RD,EUR,11.77,11.77,11.77
1282,202301,ACT,1,BBM,XC,SGA_SALES,EUR,5.977,5.977,5.977
1283,202301,ACT,1,BBM,XC,SGA_ADMIN,EUR,3.08,3.08,3.08
1284,202301,ACT,1,BBM,XC,SGA_VAR,EUR,4.676,4.676,4.676
1285,202301,ACT,1,BBM,XC,OTHER_OPINC,EUR,-0.112,-0.112,-0.112
1286,202301,ACT,1,BBM,XC,AR,EUR,173.945,173.945,173.945
1287,202301,ACT,1,BBM,XC,AP,EUR,147.368,147.368,147.368
1288,202301,ACT,1,BBM,XC,INVENTORY,EUR,230.367,230.367,230.367
1289,202301,ACT,1,BBM,XC,CAPEX,EUR,5.334,5.334,5.334
1290,202301,ACT,1,BBM,XC,IFCF,EUR,9.362,9.362,9.362
1291,202302,ACT,1,BBM,XC,TGS,EUR,120.619,120.619,120.619
1292,202302,ACT,1,BBM,XC,TNS,EUR,114.588,114.588,114.588
1293,202302,ACT,1,BBM,XC,INT_SALES,EUR,6.031,6.031,6.031
1294,202302,ACT,1,BBM,XC,STP_REGION,EUR,70.901,70.901,70.901
1295,202302,ACT,1,BBM,XC,EBIT,EUR,5.725,5.725,5.725
1296,202302,ACT,1,BBM,XC,SGA_RD,EUR,11.051,11.051,11.051
1297,202302,ACT,1,BBM,XC,SGA_SALES,EUR,5.893,5.893,5.893
1298,202302,ACT,1,BBM,XC,SGA_ADMIN,EUR,3.132,3.132,3.132
1299,202302,ACT,1,BBM,XC,SGA_VAR,EUR,4.691,4.691,4.691
1300,202302,ACT,1,BBM,XC,OTHER_OPINC,EUR,-0.049,-0.049,-0.049
1301,202302,ACT,1,BBM,XC,AR,EUR,172.464,172.464,172.464
1302,202302,ACT,1,BBM,XC,AP,EUR,142.743,142.743,142.743
1303,202302,ACT,1,BBM,XC,INVENTORY,EUR,218.334,218.334,218.334
