fact_id,period_id,scenario_code,entity_id,sector_code,division_code,hc_state_direct,hc_state_indirect,hc_avg_direct,hc_avg_indirect,pc_fte_direct,pc_fte_indirect
1082,202404,ACT,9,BBM,ED,1477.3,905.4,1472.9,902.7,1369.8,839.5
1083,202405,ACT,9,BBM,ED,1463.4,896.9,1459.0,894.2,1356.9,831.6
1084,202401,CF,9,BBM,ED,1478.0,905.9,1473.5,903.1,1370.4,839.9
1085,202402,CF,9,BBM,ED,1475.3,904.2,1470.9,901.5,1367.9,838.4
1086,202403,CF,9,BBM,ED,1472.6,902.6,1468.2,899.9,1365.4,836.9
1087,202404,CF,9,BBM,ED,1469.9,900.9,1465.5,898.2,1362.9,835.3
1088,202405,CF,9,BBM,ED,1467.2,899.3,1462.8,896.6,1360.4,833.8
1089,202406,CF,9,BBM,ED,1464.5,897.6,1460.2,894.9,1357.9,832.3
1090,202407,CF,9,BBM,ED,1461.9,896.0,1457.5,893.3,1355.5,830.8
1091,202408,CF,9,BBM,ED,1459.2,894.3,1454.8,891.6,1353.0,829.2
1092,202409,CF,9,BBM,ED,1456.5,892.7,1452.1,890.0,1350.5,827.7
1093,202410,CF,9,BBM,ED,1453.8,891.0,1449.4,888.4,1348.0,826.2
1094,202411,CF,9,BBM,ED,1451.1,889.4,1446.8,886.7,1345.5,824.7
1095,202412,CF,9,BBM,ED,1448.4,887.7,1444.1,885.1,1343.0,823.1
1096,202401,BP,9,BBM,ED,1478.0,905.9,1473.5,903.1,1370.4,839.9
1097,202402,BP,9,BBM,ED,1476.9,905.2,1472.5,902.5,1369.4,839.3
1098,202403,BP,9,BBM,ED,1475.8,904.5,1471.4,901.8,1368.4,838.7
1099,202404,BP,9,BBM,ED,1474.8,903.9,1470.3,901.2,1367.4,838.1
1100,202405,BP,9,BBM,ED,1473.7,903.2,1469.3,900.5,1366.4,837.5
1101,202406,BP,9,BBM,ED,1472.6,902.6,1468.2,899.9,1365.4,836.9
1102,202407,BP,9,BBM,ED,1471.5,901.9,1467.1,899.2,1364.4,836.3
1103,202408,BP,9,BBM,ED,1470.5,901.2,1466.0,898.5,1363.4,835.6
1104,202409,BP,9,BBM,ED,1469.4,900.6,1465.0,897.9,1362.4,835.0
1105,202410,BP,9,BBM,ED,1468.3,899.9,1463.9,897.2,1361.4,834.4
1106,202411,BP,9,BBM,ED,1467.2,899.3,1462.8,896.6,1360.4,833.8
1107,202412,BP,9,BBM,ED,1466.2,898.6,1461.8,895.9,1359.4,833.2
1108,202301,ACT,9,BBM,AE,2929.7,1795.6,2920.9,1790.2,2716.5,1664.9
1109,202302,ACT,9,BBM,AE,2939.7,1801.7,2930.9,1796.3,2725.7,1670.6
1110,202303,ACT,9,BBM,AE,2934.7,1798.7,2925.9,1793.3,2721.1,1667.8
1111,202304,ACT,9,BBM,AE,2938.3,1800.9,2929.5,1795.5,2724.4,1669.8
1112,202305,ACT,9,BBM,AE,2926.5,1793.7,2917.7,1788.3,2713.5,1663.1
1113,202306,ACT,9,BBM,AE,2938.4,1800.9,2929.6,1795.5,2724.5,1669.9
1114,202307,ACT,9,BBM,AE,2918.1,1788.5,2909.3,1783.1,2705.7,1658.3
1115,202308,ACT,9,BBM,AE,2940.3,1802.1,2931.5,1796.7,2726.2,1670.9
1116,202309,ACT,9,BBM,AE,2943.8,1804.3,2935.0,1798.9,2729.5,1672.9
1117,202310,ACT,9,BBM,AE,2919.1,1789.1,2910.3,1783.8,2706.6,1658.9
1118,202311,ACT,9,BBM,AE,2916.8,1787.7,2908.0,1782.3,2704.4,1657.6
1119,202312,ACT,9,BBM,AE,2945.7,1805.5,2936.9,1800.0,2731.3,1674.0
1120,202401,ACT,9,BBM,AE,2923.9,1792.1,2915.1,1786.7,2711.0,1661.6
1121,202402,ACT,9,BBM,AE,2915.8,1787.1,2907.1,1781.7,2703.6,1657.0
1122,202403,ACT,9,BBM,AE,2926.7,1793.8,2917.9,1788.4,2713.7,1663.2
1123,202404,ACT,9,BBM,AE,2924.3,1792.3,2915.5,1786.9,2711.4,1661.8
1124,202405,ACT,9,BBM,AE,2920.8,1790.2,2912.1,1784.8,2708.2,1659.9
1125,202401,CF,9,BBM,AE,2934.5,1798.5,2925.7,1793.2,2720.9,1667.6
1126,202402,CF,9,BBM,AE,2929.1,1795.3,2920.4,1789.9,2715.9,1664.6
1127,202403,CF,9,BBM,AE,2923.8,1792.0,2915.0,1786.6,2711.0,1661.6
1128,202404,CF,9,BBM,AE,2918.5,1788.7,2909.7,1783.4,2706.0,1658.5
1129,202405,CF,9,BBM,AE,2913.1,1785.5,2904.4,1780.1,2701.1,1655.5
1130,202406,CF,9,BBM,AE,2907.8,1782.2,2899.1,1776.9,2696.1,1652.5
1131,202407,CF,9,BBM,AE,2902.5,1778.9,2893.8,1773.6,2691.2,1649.4
1132,202408,CF,9,BBM,AE,2897.1,1775.7,2888.4,1770.3,2686.2,1646.4
1133,202409,CF,9,BBM,AE,2891.8,1772.4,2883.1,1767.1,2681.3,1643.4
1134,202410,CF,9,BBM,AE,2886.5,1769.1,2877.8,1763.8,2676.4,1640.3
1135,202411,CF,9,BBM,AE,2881.1,1765.8,2872.5,1760.6,2671.4,1637.3
1136,202412,CF,9,BBM,AE,2875.8,1762.6,2867.2,1757.3,2666.5,1634.3
1137,202401,BP,9,BBM,AE,2934.5,1798.5,2925.7,1793.2,2720.9,1667.6
1138,202402,BP,9,BBM,AE,2932.3,1797.2,2923.5,1791.9,2718.9,1666.4
1139,202403,BP,9,BBM,AE,2930.2,1795.9,2921.4,1790.5,2716.9,1665.2
1140,202404,BP,9,BBM,AE,2928.1,1794.6,2919.3,1789.2,2714.9,1664.0
1141,202405,BP,9,BBM,AE,2925.9,1793.3,2917.2,1787.9,2713.0,1662.8
1142,202406,BP,9,BBM,AE,2923.8,1792.0,2915.0,1786.6,2711.0,1661.6
1143,202407,BP,9,BBM,AE,2921.7,1790.7,2912.9,1785.3,2709.0,1660.4
1144,202408,BP,9,BBM,AE,2919.5,1789.4,2910.8,1784.0,2707.0,1659.1
1145,202409,BP,9,BBM,AE,2917.4,1788.1,2908.7,1782.7,2705.0,1657.9
1146,202410,BP,9,BBM,AE,2915.3,1786.8,2906.5,1781.4,2703.1,1656.7
1147,202411,BP,9,BBM,AE,2913.1,1785.5,2904.4,1780.1,2701.1,1655.5
1148,202412,BP,9,BBM,AE,2911.0,1784.2,2902.3,1778.8,2699.1,1654.3
1149,202301,ACT,9,BBM,MA,1986.9,1217.8,1980.9,1214.1,1842.3,1129.1
1150,202302,ACT,9,BBM,MA,1984.7,1216.4,1978.7,1212.8,1840.2,1127.9
1151,202303,ACT,9,BBM,MA,2001.3,1226.6,1995.3,1222.9,1855.6,1137.3
1152,202304,ACT,9,BBM,MA,1992.4,1221.2,1986.5,1217.5,1847.4,1132.3
1153,202305,ACT,9,BBM,MA,2006.1,1229.5,2000.1,1225.9,1860.1,1140.0
1154,202306,ACT,9,BBM,MA,2000.5,1226.1,1994.5,1222.4,1854.9,1136.9
1155,202307,ACT,9,BBM,MA,1993.7,1221.9,1987.7,1218.2,1848.5,1133.0
1156,202308,ACT,9,BBM,MA,1976.7,1211.5,1970.8,1207.9,1832.8,1123.3
1157,202309,ACT,9,BBM,MA,1985.3,1216.8,1979.3,1213.1,1840.8,1128.2
1158,202310,ACT,9,BBM,MA,1999.2,1225.3,1993.2,1221.7,1853.7,1136.2
1159,202311,ACT,9,BBM,MA,2008.6,1231.1,2002.6,1227.4,1862.4,1141.5
1160,202312,ACT,9,BBM,MA,2004.6,1228.6,1998.6,1225.0,1858.7,1139.2
1161,202401,ACT,9,BBM,MA,1985.9,1217.2,1979.9,1213.5,1841.3,1128.6
1162,202402,ACT,9,BBM,MA,1981.1,1214.2,1975.1,1210.6,1836.9,1125.8
1163,202403,ACT,9,BBM,MA,1993.2,1221.6,1987.2,1218.0,1848.1,1132.7
1164,202404,ACT,9,BBM,MA,2000.2,1225.9,1994.2,1222.3,1854.6,1136.7
1165,202405,ACT,9,BBM,MA,1990.4,1219.9,1984.5,1216.3,1845.6,1131.1
1166,202401,CF,9,BBM,MA,1994.6,1222.5,1988.6,1218.8,1849.4,1133.5
1167,202402,CF,9,BBM,MA,1991.0,1220.3,1985.0,1216.6,1846.0,1131.4
1168,202403,CF,9,BBM,MA,1987.3,1218.0,1981.4,1214.4,1842.7,1129.4
1169,202404,CF,9,BBM,MA,1983.7,1215.8,1977.8,1212.2,1839.3,1127.3
1170,202405,CF,9,BBM,MA,1980.1,1213.6,1974.1,1210.0,1836.0,1125.3
1171,202406,CF,9,BBM,MA,1976.5,1211.4,1970.5,1207.7,1832.6,1123.2
1172,202407,CF,9,BBM,MA,1972.8,1209.2,1966.9,1205.5,1829.2,1121.1
1173,202408,CF,9,BBM,MA,1969.2,1206.9,1963.3,1203.3,1825.9,1119.1
1174,202409,CF,9,BBM,MA,1965.6,1204.7,1959.7,1201.1,1822.5,1117.0
1175,202410,CF,9,BBM,MA,1962.0,1202.5,1956.1,1198.9,1819.1,1115.0
1176,202411,CF,9,BBM,MA,1958.3,1200.3,1952.5,1196.7,1815.8,1112.9
1177,202412,CF,9,BBM,MA,1954.7,1198.0,1948.8,1194.4,1812.4,1110.8
1178,202401,BP,9,BBM,MA,1994.6,1222.5,1988.6,1218.8,1849.4,1133.5
1179,202402,BP,9,BBM,MA,1993.1,1221.6,1987.2,1217.9,1848.1,1132.7
1180,202403,BP,9,BBM,MA,1991.7,1220.7,1985.7,1217.1,1846.7,1131.9
1181,202404,BP,9,BBM,MA,1990.2,1219.8,1984.3,1216.2,1845.4,1131.0
1182,202405,BP,9,BBM,MA,1988.8,1218.9,1982.8,1215.3,1844.0,1130.2
1183,202406,BP,9,BBM,MA,1987.3,1218.0,1981.4,1214.4,1842.7,1129.4
1184,202407,BP,9,BBM,MA,1985.9,1217.2,1979.9,1213.5,1841.3,1128.6
1185,202408,BP,9,BBM,MA,1984.4,1216.3,1978.5,1212.6,1840.0,1127.7
1186,202409,BP,9,BBM,MA,1983.0,1215.4,1977.0,1211.7,1838.6,1126.9
1187,202410,BP,9,BBM,MA,1981.5,1214.5,1975.6,1210.8,1837.3,1126.1
1188,202411,BP,9,BBM,MA,1980.1,1213.6,1974.1,1210.0,1836.0,1125.3
1189,202412,BP,9,BBM,MA,1978.6,1212.7,1972.7,1209.1,1834.6,1124.4
1190,202301,ACT,9,BBM,XC,1699.3,1041.5,1694.2,1038.4,1575.6,965.7
1191,202302,ACT,9,BBM,XC,1695.2,1039.0,1690.1,1035.9,1571.8,963.4
1192,202303,ACT,9,BBM,XC,1705.3,1045.2,1700.2,1042.1,1581.2,969.1
1193,202304,ACT,9,BBM,XC,1725.4,1057.5,1720.3,1054.4,1599.8,980.5
1194,202305,ACT,9,BBM,XC,1709.1,1047.5,1704.0,1044.4,1584.7,971.3
1195,202306,ACT,9,BBM,XC,1705.7,1045.4,1700.6,1042.3,1581.5,969.3
1196,202307,ACT,9,BBM,XC,1701.8,1043.1,1696.7,1039.9,1578.0,967.1
1197,202308,ACT,9,BBM,XC,1691.4,1036.7,1686.3,1033.6,1568.3,961.2
1198,202309,ACT,9,BBM,XC,1701.5,1042.9,1696.4,1039.7,1577.6,966.9
1199,202310,ACT,9,BBM,XC,1699.0,1041.3,1693.9,1038.2,1575.4,965.5
1200,202311,ACT,9,BBM,XC,1694.0,1038.3,1688.9,1035.2,1570.7,962.7
1201,202312,ACT,9,BBM,XC,1699.5,1041.7,1694.4,1038.5,1575.8,965.8
1202,202401,ACT,9,BBM,XC,1693.7,1038.1,1688.7,1035.0,1570.5,962.5
1203,202402,ACT,9,BBM,XC,1707.6,1046.6,1702.4,1043.4,1583.3,970.4
1204,202403,ACT,9,BBM,XC,1697.1,1040.2,1692.1,1037.1,1573.6,964.5
1205,202404,ACT,9,BBM,XC,1695.9,1039.4,1690.8,1036.3,1572.5,963.8
1206,202405,ACT,9,BBM,XC,1706.2,1045.7,1701.0,1042.6,1582.0,969.6
1207,202401,CF,9,BBM,XC,1702.6,1043.5,1697.5,1040.4,1578.6,967.6
1208,202402,CF,9,BBM,XC,1699.5,1041.6,1694.4,1038.5,1575.8,965.8
1209,202403,CF,9,BBM,XC,1696.4,1039.7,1691.3,1036.6,1572.9,964.0
1210,202404,CF,9,BBM,XC,1693.3,1037.8,1688.2,1034.7,1570.0,962.3
1211,202405,CF,9,BBM,XC,1690.2,1035.9,1685.1,1032.8,1567.2,960.5
1212,202406,CF,9,BBM,XC,1687.1,1034.0,1682.0,1030.9,1564.3,958.8
1213,202407,CF,9,BBM,XC,1684.0,1032.1,1678.9,1029.0,1561.4,957.0
1214,202408,CF,9,BBM,XC,1680.9,1030.2,1675.9,1027.1,1558.6,955.2
1215,202409,CF,9,BBM,XC,1677.8,1028.3,1672.8,1025.2,1555.7,953.5
1216,202410,CF,9,BBM,XC,1674.7,1026.4,1669.7,1023.4,1552.8,951.7
1217,202411,CF,9,BBM,XC,1671.6,1024.5,1666.6,1021.5,1549.9,950.0
1218,202412,CF,9,BBM,XC,1668.5,1022.6,1663.5,1019.6,1547.1,948.2
1219,202401,BP,9,BBM,XC,1702.6,1043.5,1697.5,1040.4,1578.6,967.6
1220,202402,BP,9,BBM,XC,1701.3,1042.8,1696.2,1039.6,1577.5,966.9
1221,202403,BP,9,BBM,XC,1700.1,1042.0,1695.0,1038.9,1576.3,966.1
1222,202404,BP,9,BBM,XC,1698.9,1041.2,1693.8,1038.1,1575.2,965.4
1223,202405,BP,9,BBM,XC,1697.6,1040.5,1692.5,1037.4,1574.1,964.7
1224,202406,BP,9,BBM,XC,1696.4,1039.7,1691.3,1036.6,1572.9,964.0
1225,202407,BP,9,BBM,XC,1695.1,1039.0,1690.1,1035.8,1571.8,963.3
1226,202408,BP,9,BBM,XC,1693.9,1038.2,1688.8,1035.1,1570.6,962.6
1227,202409,BP,9,BBM,XC,1692.7,1037.4,1687.6,1034.3,1569.5,961.9
1228,202410,BP,9,BBM,XC,1691.4,1036.7,1686.4,1033.6,1568.3,961.2
1229,202411,BP,9,BBM,XC,1690.2,1035.9,1685.1,1032.8,1567.2,960.5
1230,202412,BP,9,BBM,XC,1689.0,1035.2,1683.9,1032.1,1566.0,959.8
1231,202301,ACT,10,BBM,PS,2612.1,1601.0,2604.3,1596.2,2422.0,1484.4
1232,202302,ACT,10,BBM,PS,2583.9,1583.7,2576.2,1579.0,2395.9,1468.4
1233,202303,ACT,10,BBM,PS,2589.1,1586.9,2581.4,1582.1,2400.7,1471.4
1234,202304,ACT,10,BBM,PS,2604.5,1596.3,2596.7,1591.5,2414.9,1480.1
1235,202305,ACT,10,BBM,PS,2585.1,1584.4,2577.4,1579.7,2397.0,1469.1
1236,202306,ACT,10,BBM,PS,2591.7,1588.4,2583.9,1583.7,2403.0,1472.8
1237,202307,ACT,10,BBM,PS,2601.4,1594.4,2593.6,1589.6,2412.0,1478.3
1238,202308,ACT,10,BBM,PS,2583.9,1583.7,2576.2,1579.0,2395.9,1468.4
1239,202309,ACT,10,BBM,PS,2593.1,1589.3,2585.3,1584.5,2404.3,1473.6
1240,202310,ACT,10,BBM,PS,2595.8,1591.0,2588.0,1586.2,2406.9,1475.2
1241,202311,ACT,10,BBM,PS,2589.2,1586.9,2581.5,1582.2,2400.8,1471.4
1242,202312,ACT,10,BBM,PS,2604.3,1596.2,2596.5,1591.4,2414.8,1480.0
1243,202401,ACT,10,BBM,PS,2593.0,1589.3,2585.2,1584.5,2404.3,1473.6
1244,202402,ACT,10,BBM,PS,2588.7,1586.6,2580.9,1581.8,2400.2,1471.1
1245,202403,ACT,10,BBM,PS,2585.7,1584.8,2578.0,1580.0,2397.5,1469.4
1246,202404,ACT,10,BBM,PS,2569.3,1574.7,2561.6,1570.0,2382.3,1460.1
1247,202405,ACT,10,BBM,PS,2572.5,1576.7,2564.8,1571.9,2385.2,1461.9
1248,202401,CF,10,BBM,PS,2596.9,1591.6,2589.1,1586.9,2407.9,1475.8
1249,202402,CF,10,BBM,PS,2592.2,1588.7,2584.4,1584.0,2403.5,1473.1
1250,202403,CF,10,BBM,PS,2587.4,1585.8,2579.7,1581.1,2399.1,1470.4
1251,202404,CF,10,BBM,PS,2582.7,1583.0,2575.0,1578.2,2394.7,1467.7
1252,202405,CF,10,BBM,PS,2578.0,1580.1,2570.3,1575.3,2390.3,1465.0
1253,202406,CF,10,BBM,PS,2573.3,1577.2,2565.6,1572.4,2386.0,1462.4
1254,202407,CF,10,BBM,PS,2568.6,1574.3,2560.8,1569.5,2381.6,1459.7
1255,202408,CF,10,BBM,PS,2563.8,1571.4,2556.1,1566.7,2377.2,1457.0
1256,202409,CF,10,BBM,PS,2559.1,1568.5,2551.4,1563.8,2372.8,1454.3
1257,202410,CF,10,BBM,PS,2554.4,1565.6,2546.7,1560.9,2368.5,1451.6
1258,202411,CF,10,BBM,PS,2549.7,1562.7,2542.0,1558.0,2364.1,1448.9
1259,202412,CF,10,BBM,PS,2544.9,1559.8,2537.3,1555.1,2359.7,1446.3
1260,202401,BP,10,BBM,PS,2596.9,1591.6,2589.1,1586.9,2407.9,1475.8
1261,202402,BP,10,BBM,PS,2595.0,1590.5,2587.2,1585.7,2406.1,1474.7
1262,202403,BP,10,BBM,PS,2593.1,1589.3,2585.3,1584.6,2404.4,1473.6
1263,202404,BP,10,BBM,PS,2591.2,1588.2,2583.4,1583.4,2402.6,1472.6
1264,202405,BP,10,BBM,PS,2589.3,1587.0,2581.6,1582.2,2400.8,1471.5
1265,202406,BP,10,BBM,PS,2587.4,1585.8,2579.7,1581.1,2399.1,1470.4
1266,202407,BP,10,BBM,PS,2585.5,1584.7,2577.8,1579.9,2397.3,1469.3
1267,202408,BP,10,BBM,PS,2583.7,1583.5,2575.9,1578.8,2395.6,1468.3
1268,202409,BP,10,BBM,PS,2581.8,1582.4,2574.0,1577.6,2393.8,1467.2
1269,202410,BP,10,BBM,PS,2579.9,1581.2,2572.1,1576.5,2392.1,1466.1
1270,202411,BP,10,BBM,PS,2578.0,1580.1,2570.3,1575.3,2390.3,1465.0
1271,202412,BP,10,BBM,PS,2576.1,1578.9,2568.4,1574.2,2388.6,1464.0
1272,202301,ACT,10,BBM,CC,1703.8,1044.2,1698.7,1041.1,1579.8,968.2
1273,202302,ACT,10,BBM,CC,1703.8,1044.3,1698.7,1041.2,1579.8,968.3
1274,202303,ACT,10,BBM,CC,1698.0,1040.7,1692.9,1037.6,1574.4,965.0
1275,202304,ACT,10,BBM,CC,1703.9,1044.3,1698.8,1041.2,1579.8,968.3
1276,202305,ACT,10,BBM,CC,1705.9,1045.5,1700.7,1042.4,1581.7,969.4
1277,202306,ACT,10,BBM,CC,1712.0,1049.3,1706.8,1046.1,1587.4,972.9
1278,202307,ACT,10,BBM,CC,1694.8,1038.8,1689.7,1035.6,1571.4,963.1
1279,202308,ACT,10,BBM,CC,1694.8,1038.7,1689.7,1035.6,1571.4,963.1
1280,202309,ACT,10,BBM,CC,1710.9,1048.6,1705.7,1045.4,1586.3,972.3
1281,202310,ACT,10,BBM,CC,1696.0,1039.5,1690.9,1036.4,1572.5,963.8
1282,202311,ACT,10,BBM,CC,1717.5,1052.7,1712.4,1049.5,1592.5,976.0
1283,202312,ACT,10,BBM,CC,1709.4,1047.7,1704.3,1044.5,1585.0,971.4
1284,202401,ACT,10,BBM,CC,1690.3,1036.0,1685.3,1032.9,1567.3,960.6
1285,202402,ACT,10,BBM,CC,1701.6,1042.9,1696.5,1039.8,1577.7,967.0
1286,202403,ACT,10,BBM,CC,1692.7,1037.4,1687.6,1034.3,1569.5,961.9
1287,202404,ACT,10,BBM,CC,1690.1,1035.9,1685.0,1032.7,1567.1,960.5
1288,202405,ACT,10,BBM,CC,1688.8,1035.1,1683.7,1032.0,1565.9,959.7
1289,202401,CF,10,BBM,CC,1705.4,1045.2,1700.3,1042.1,1581.3,969.2
1290,202402,CF,10,BBM,CC,1702.3,1043.3,1697.2,1040.2,1578.4,967.4
1291,202403,CF,10,BBM,CC,1699.2,1041.4,1694.1,1038.3,1575.5,965.6
1292,202404,CF,10,BBM,CC,1696.1,1039.5,1691.0,1036.4,1572.6,963.9
1293,202405,CF,10,BBM,CC,1693.0,1037.6,1687.9,1034.5,1569.8,962.1
1294,202406,CF,10,BBM,CC,1689.9,1035.7,1684.8,1032.6,1566.9,960.3
1295,202407,CF,10,BBM,CC,1686.8,1033.8,1681.7,1030.7,1564.0,958.6
1296,202408,CF,10,BBM,CC,1683.7,1031.9,1678.6,1028.8,1561.1,956.8
1297,202409,CF,10,BBM,CC,1680.6,1030.0,1675.5,1026.9,1558.3,955.1
1298,202410,CF,10,BBM,CC,1677.5,1028.1,1672.5,1025.1,1555.4,953.3
1299,202411,CF,10,BBM,CC,1674.4,1026.2,1669.4,1023.2,1552.5,951.5
1300,202412,CF,10,BBM,CC,1671.3,1024.3,1666.3,1021.3,1549.6,949.8
1301,202401,BP,10,BBM,CC,1705.4,1045.2,1700.3,1042.1,1581.3,969.2
1302,202402,BP,10,BBM,CC,1704.2,1044.5,1699.0,1041.3,1580.1,968.5
1303,202403,BP,10,BBM,CC,1702.9,1043.7,1697.8,1040.6,1579.0,967.7
1304,202404,BP,10,BBM,CC,1701.7,1043.0,1696.6,1039.8,1577.8,967.0
1305,202405,BP,10,BBM,CC,1700.4,1042.2,1695.3,1039.1,1576.7,966.3
1306,202406,BP,10,BBM,CC,1699.2,1041.4,1694.1,1038.3,1575.5,965.6
1307,202407,BP,10,BBM,CC,1698.0,1040.7,1692.9,1037.6,1574.4,964.9
1308,202408,BP,10,BBM,CC,1696.7,1039.9,1691.6,1036.8,1573.2,964.2
1309,202409,BP,10,BBM,CC,1695.5,1039.2,1690.4,1036.0,1572.1,963.5
1310,202410,BP,10,BBM,CC,1694.2,1038.4,1689.1,1035.3,1570.9,962.8
1311,202411,BP,10,BBM,CC,1693.0,1037.6,1687.9,1034.5,1569.8,962.1
1312,202412,BP,10,BBM,CC,1691.8,1036.9,1686.7,1033.8,1568.6,961.4
1313,202301,ACT,10,BBM,ED,1251.2,766.9,1247.4,764.6,1160.1,711.0
1314,202302,ACT,10,BBM,ED,1242.8,761.7,1239.1,759.4,1152.3,706.3
1315,202303,ACT,10,BBM,ED,1249.6,765.9,1245.9,763.6,1158.7,710.1
1316,202304,ACT,10,BBM,ED,1241.6,761.0,1237.9,758.7,1151.2,705.6
1317,202305,ACT,10,BBM,ED,1237.1,758.2,1233.4,756.0,1147.1,703.1
1318,202306,ACT,10,BBM,ED,1245.6,763.4,1241.8,761.1,1154.9,707.9
1319,202307,ACT,10,BBM,ED,1246.6,764.0,1242.8,761.7,1155.8,708.4
1320,202308,ACT,10,BBM,ED,1238.0,758.8,1234.3,756.5,1147.9,703.5
1321,202309,ACT,10,BBM,ED,1255.4,769.5,1251.7,767.1,1164.0,713.4
1322,202310,ACT,10,BBM,ED,1245.8,763.5,1242.1,761.3,1155.1,708.0
1323,202311,ACT,10,BBM,ED,1241.4,760.8,1237.7,758.6,1151.0,705.5
1324,202312,ACT,10,BBM,ED,1252.1,767.4,1248.3,765.1,1161.0,711.6
1325,202401,ACT,10,BBM,ED,1242.5,761.5,1238.7,759.2,1152.0,706.1
1326,202402,ACT,10,BBM,ED,1243.9,762.4,1240.1,760.1,1153.3,706.9
1327,202403,ACT,10,BBM,ED,1238.1,758.8,1234.4,756.6,1148.0,703.6
1328,202404,ACT,10,BBM,ED,1234.8,756.8,1231.1,754.6,1145.0,701.7
1329,202405,ACT,10,BBM,ED,1226.4,751.6,1222.7,749.4,1137.1,696.9
1330,202401,CF,10,BBM,ED,1244.7,762.9,1241.0,760.6,1154.1,707.4
1331,202402,CF,10,BBM,ED,1242.5,761.5,1238.7,759.2,1152.0,706.1
1332,202403,CF,10,BBM,ED,1240.2,760.1,1236.5,757.8,1149.9,704.8
1333,202404,CF,10,BBM,ED,1237.9,758.7,1234.2,756.5,1147.8,703.5
1334,202405,CF,10,BBM,ED,1235.7,757.4,1232.0,755.1,1145.7,702.2
1335,202406,CF,10,BBM,ED,1233.4,756.0,1229.7,753.7,1143.6,700.9
1336,202407,CF,10,BBM,ED,1231.2,754.6,1227.5,752.3,1141.5,699.7
1337,202408,CF,10,BBM,ED,1228.9,753.2,1225.2,750.9,1139.4,698.4
1338,202409,CF,10,BBM,ED,1226.6,751.8,1223.0,749.6,1137.3,697.1
1339,202410,CF,10,BBM,ED,1224.4,750.4,1220.7,748.2,1135.2,695.8
1340,202411,CF,10,BBM,ED,1222.1,749.0,1218.4,746.8,1133.1,694.5
1341,202412,CF,10,BBM,ED,1219.8,747.6,1216.2,745.4,1131.0,693.2
1342,202401,BP,10,BBM,ED,1244.7,762.9,1241.0,760.6,1154.1,707.4
1343,202402,BP,10,BBM,ED,1243.8,762.3,1240.1,760.1,1153.3,706.9
1344,202403,BP,10,BBM,ED,1242.9,761.8,1239.2,759.5,1152.5,706.3
1345,202404,BP,10,BBM,ED,1242.0,761.2,1238.3,759.0,1151.6,705.8
1346,202405,BP,10,BBM,ED,1241.1,760.7,1237.4,758.4,1150.8,705.3
1347,202406,BP,10,BBM,ED,1240.2,760.1,1236.5,757.8,1149.9,704.8
1348,202407,BP,10,BBM,ED,1239.3,759.6,1235.6,757.3,1149.1,704.3
1349,202408,BP,10,BBM,ED,1238.4,759.0,1234.7,756.7,1148.3,703.8
1350,202409,BP,10,BBM,ED,1237.5,758.5,1233.8,756.2,1147.4,703.3
1351,202410,BP,10,BBM,ED,1236.6,757.9,1232.9,755.6,1146.6,702.7
1352,202411,BP,10,BBM,ED,1235.7,757.4,1232.0,755.1,1145.7,702.2
1353,202412,BP,10,BBM,ED,1234.8,756.8,1231.1,754.5,1144.9,701.7
1354,202301,ACT,10,BBM,AE,1380.6,846.2,1376.5,843.6,1280.1,784.6
1355,202302,ACT,10,BBM,AE,1379.6,845.6,1375.5,843.0,1279.2,784.0
1356,202303,ACT,10,BBM,AE,1383.0,847.6,1378.8,845.1,1282.3,785.9
1357,202304,ACT,10,BBM,AE,1374.6,842.5,1370.4,839.9,1274.5,781.1
1358,202305,ACT,10,BBM,AE,1379.9,845.7,1375.7,843.2,1279.4,784.2
1359,202306,ACT,10,BBM,AE,1385.7,849.3,1381.6,846.8,1284.9,787.5
1360,202307,ACT,10,BBM,AE,1383.5,847.9,1379.3,845.4,1282.8,786.2
1361,202308,ACT,10,BBM,AE,1381.9,847.0,1377.7,844.4,1281.3,785.3
1362,202309,ACT,10,BBM,AE,1384.7,848.7,1380.6,846.2,1284.0,786.9
1363,202310,ACT,10,BBM,AE,1368.8,838.9,1364.7,836.4,1269.2,777.9
1364,202311,ACT,10,BBM,AE,1379.0,845.2,1374.8,842.6,1278.6,783.6
1365,202312,ACT,10,BBM,AE,1373.3,841.7,1369.1,839.2,1273.3,780.4
1366,202401,ACT,10,BBM,AE,1380.9,846.3,1376.7,843.8,1280.3,784.7
1367,202402,ACT,10,BBM,AE,1372.2,841.0,1368.1,838.5,1272.3,779.8
1368,202403,ACT,10,BBM,AE,1368.5,838.8,1364.4,836.2,1268.9,777.7
1369,202404,ACT,10,BBM,AE,1375.4,843.0,1371.3,840.5,1275.3,781.6
1370,202405,ACT,10,BBM,AE,1367.3,838.1,1363.2,835.5,1267.8,777.1
1371,202401,CF,10,BBM,AE,1379.0,845.2,1374.8,842.6,1278.6,783.6
1372,202402,CF,10,BBM,AE,1376.5,843.6,1372.3,841.1,1276.3,782.2
1373,202403,CF,10,BBM,AE,1373.9,842.1,1369.8,839.6,1273.9,780.8
1374,202404,CF,10,BBM,AE,1371.4,840.6,1367.3,838.0,1271.6,779.4
1375,202405,CF,10,BBM,AE,1368.9,839.0,1364.8,836.5,1269.3,777.9
